组别,代码,名称,昨日弱势依据,昨日涨跌幅%,昨日最高价,昨日收盘价,竞价价格,竞价涨幅%,竞价成交额元,昨日竞价成交额元,竞价额较昨日倍数,竞价换手率%,昨日回落收复比例,未通过条件
B,605006.SH,山东玻纤,昨日冲高回落且收于日内下半区,1.869159,18.21,17.44,17.66,1.261468,14133298.0,6842745.0,2.065443,0.122445,0.285714,未收复昨日回落的一半
B,600109.SH,国金证券,昨日下跌至少1%,-1.447527,8.29,8.17,8.19,0.244798,765765.0,371250.0,2.062667,0.002539,0.166667,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002266.SZ,浙富控股,昨日冲高回落且收于日内下半区,2.713987,5.08,4.92,4.95,0.609756,3971385.0,1945440.0,2.041381,0.016568,0.1875,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,000582.SZ,北部湾港,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-7.605634,10.5,9.84,9.75,-0.914634,14284725.0,7001400.0,2.040267,0.067928,-0.136364,竞价高开不足1%；未收复昨日回落的一半
B,603459.SH,红板科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.378675,91.73,88.08,89.28,1.362398,7062048.0,3478272.0,2.030332,0.100061,0.328767,未收复昨日回落的一半
B,000690.SZ,宝新能源,昨日下跌至少1%,-1.333333,5.24,5.18,5.17,-0.19305,1439845.0,712116.0,2.021925,0.012808,-0.166667,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,603726.SH,朗迪集团,昨日下跌至少1%,-1.690722,24.43,23.84,24.11,1.13255,178414.0,89207.0,2.0,0.004008,0.457627,竞价额不足500万；未收复昨日回落的一半
B,600198.SH,大唐电信,昨日下跌至少1%,-3.100775,7.72,7.5,7.58,1.066667,742082.0,372104.0,1.994287,0.007519,0.363636,竞价额不足500万；未收复昨日回落的一半
B,002350.SZ,北京科锐,昨日下跌至少1%,-1.409396,14.94,14.69,14.65,-0.272294,777915.0,390720.0,1.990978,0.010008,-0.16,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,603393.SH,新天然气,昨日下跌至少1%,-2.698475,25.34,24.88,24.67,-0.844051,1756504.0,884224.0,1.986492,0.016796,-0.456522,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
A,000880.SZ,潍柴重机,昨日炸板未封住,2.463054,26.8,24.96,25.05,0.360577,14511465.0,7328400.0,1.980168,0.255168,0.048913,竞价高开不足1%；未收复昨日回落的一半
B,603527.SH,众源新材,昨日下跌至少1%,-2.39521,10.03,9.78,10.08,3.067485,714672.0,361361.0,1.977723,0.022368,1.2,竞价额不足500万
B,601116.SH,三江购物,昨日下跌至少1%,-1.717172,9.85,9.73,9.73,0.0,324982.0,164495.0,1.975635,0.006098,0.0,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,605028.SH,世茂能源,昨日下跌至少1%,-1.854905,24.12,23.81,23.81,0.0,47620.0,24120.0,1.974295,0.00125,0.0,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002079.SZ,苏州固锝,昨日下跌至少1%,-1.641138,9.18,8.99,9.14,1.668521,2323388.0,1178834.0,1.97092,0.031339,0.789474,竞价额不足500万
B,002149.SZ,西部材料,昨日下跌至少1%,-1.663202,33.95,33.11,33.5,1.177892,1557750.0,792765.0,1.964958,0.009526,0.464286,竞价额不足500万；未收复昨日回落的一半
B,600552.SH,凯盛科技,昨日冲高回落且收于日内下半区,0.22792,18.27,17.59,17.79,1.13701,4749930.0,2420340.0,1.962505,0.028266,0.294118,竞价额不足500万；未收复昨日回落的一半
B,000970.SZ,中科三环,昨日下跌至少1%,-1.410935,11.45,11.18,11.31,1.162791,804141.0,410956.0,1.956757,0.005848,0.481481,竞价额不足500万；未收复昨日回落的一半
B,600688.SH,上海石化,昨日下跌至少1%,-1.071429,2.8,2.77,2.77,0.0,954542.0,489366.0,1.950569,0.004702,0.0,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,000977.SZ,浪潮信息,昨日下跌至少1%,-1.883345,71.25,69.81,71.0,1.704627,45042400.0,23251800.0,1.937158,0.043247,0.826389,
B,000733.SZ,振华科技,昨日下跌至少1%,-2.296905,41.45,40.41,41.13,1.781737,5235849.0,2714862.0,1.928588,0.022975,0.692308,
B,600389.SH,江山股份,昨日下跌至少1%,-2.411576,18.66,18.21,18.31,0.549149,1093107.0,569130.0,1.920663,0.013863,0.222222,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002436.SZ,兴森科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.738318,42.7,41.2,42.0,1.941748,49795200.0,26181960.0,1.90189,0.078106,0.533333,
B,600228.SH,返利科技,昨日冲高回落且收于日内下半区,0.625559,11.77,11.26,11.34,0.71048,1900584.0,1000524.0,1.899589,0.040285,0.156863,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,605179.SH,一鸣食品,昨日冲高回落且收于日内下半区,1.039584,26.1,25.27,25.02,-0.989315,4158324.0,2191623.0,1.897372,0.041446,-0.301205,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600525.SH,长园集团,昨日下跌至少1%,-1.043841,4.8,4.74,4.74,0.0,247428.0,130424.0,1.897105,0.003958,0.0,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002267.SZ,陕天然气,昨日下跌至少1%,-1.798064,7.23,7.1,7.08,-0.28169,196116.0,103389.0,1.896875,0.002491,-0.153846,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600850.SH,电科数字,昨日下跌至少1%,-1.284797,14.09,13.83,13.91,0.578453,500760.0,264100.0,1.8961,0.00441,0.307692,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002422.SZ,科伦药业,昨日下跌至少1%,-1.233959,40.88,40.02,40.38,0.89955,1954392.0,1047655.0,1.865492,0.003727,0.418605,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,601139.SH,深圳燃气,昨日下跌至少1%,-1.705426,6.46,6.34,6.34,0.0,203514.0,109174.0,1.864125,0.001116,0.0,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,601688.SH,华泰证券,昨日下跌至少1%,-1.893939,18.49,18.13,18.21,0.441258,5047812.0,2716564.0,1.858161,0.003794,0.222222,竞价高开不足1%；未收复昨日回落的一半
B,600348.SH,华阳股份,昨日下跌至少1%,-1.525054,9.15,9.04,8.99,-0.553097,1754848.0,948480.0,1.850169,0.005411,-0.454545,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002138.SZ,顺络电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.327856,51.45,49.93,50.92,1.982776,7989348.0,4336496.0,1.842351,0.020474,0.651316,
B,603281.SH,江瀚新材,昨日下跌至少1%,-1.994609,18.66,18.18,18.3,0.660066,139080.0,75604.0,1.839585,0.001465,0.25,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,603912.SH,佳力图,昨日冲高回落且收于日内下半区,-0.358852,8.59,8.33,8.45,1.440576,597415.0,327888.0,1.822009,0.013036,0.461538,竞价额不足500万；未收复昨日回落的一半
B,600872.SH,中炬高新,昨日下跌至少1%,-2.165242,17.55,17.17,17.26,0.52417,650702.0,357612.0,1.819575,0.00489,0.236842,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002536.SZ,飞龙股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.966189,55.47,53.35,54.01,1.237113,12514117.0,6885000.0,1.817591,0.042489,0.311321,未收复昨日回落的一半
B,601003.SH,柳钢股份,昨日下跌至少1%,-1.955307,3.57,3.51,3.53,0.569801,361119.0,201780.0,1.789667,0.003883,0.333333,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600353.SH,旭光电子,昨日冲高回落且收于日内下半区,-0.440788,35.49,33.88,35.2,3.896104,37414080.0,20978000.0,1.783491,0.128244,0.819876,
B,002115.SZ,三维通信,昨日下跌至少1%,-1.482213,10.14,9.97,10.07,1.003009,860985.0,484484.0,1.777118,0.011457,0.588235,竞价额不足500万
B,603929.SH,亚翔集成,昨日冲高回落且收于日内下半区,-0.875055,164.1,158.59,162.06,2.188032,3160170.0,1788790.0,1.766652,0.009139,0.629764,竞价额不足500万
A,002584.SZ,西陇科学,昨日炸板未封住,-0.314136,10.51,9.52,9.72,2.10084,147675960.0,83593875.0,1.766588,3.157713,0.20202,未收复昨日回落的一半
B,603360.SH,百傲化学,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.122694,12.81,12.33,12.42,0.729927,725328.0,412587.0,1.758,0.008269,0.1875,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,000960.SZ,锡业股份,昨日下跌至少1%,-2.046263,33.96,33.03,33.62,1.786255,12869736.0,7347816.0,1.751505,0.023264,0.634409,
B,600596.SH,新安股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.727715,12.5,11.88,11.94,0.505051,9550806.0,5465640.0,1.747427,0.05927,0.096774,竞价高开不足1%；未收复昨日回落的一半
B,601212.SH,白银有色,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.460218,6.41,6.06,6.3,3.960396,40963860.0,23487500.0,1.744071,0.087811,0.685714,
B,600702.SH,舍得酒业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.593486,33.29,32.3,32.21,-0.278638,1587953.0,910800.0,1.743471,0.014852,-0.090909,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002444.SZ,巨星科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.977273,28.34,27.04,27.25,0.776627,1185375.0,680400.0,1.742174,0.003792,0.161538,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,603067.SH,振华股份,昨日冲高回落且收于日内下半区,-0.282406,36.77,35.31,35.64,0.934579,2972376.0,1709820.0,1.738415,0.011039,0.226027,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002405.SZ,四维图新,昨日下跌至少1%,-1.495017,6.03,5.93,5.96,0.505902,663348.0,383959.0,1.727653,0.004725,0.3,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,000551.SZ,创元科技,昨日下跌至少1%,-1.479047,12.21,11.99,12.15,1.334445,912465.0,529207.0,1.724212,0.015505,0.727273,竞价额不足500万
B,000711.SZ,京蓝科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.508876,5.07,4.74,4.81,1.476793,5781620.0,3367585.0,1.716845,0.050997,0.212121,未收复昨日回落的一半
B,001369.SZ,双欣材料,昨日下跌至少1%,-1.060359,12.26,12.13,12.19,0.494641,327911.0,191226.0,1.714783,0.012967,0.461538,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002092.SZ,中泰化学,昨日下跌至少1%,-1.785714,4.48,4.4,4.4,0.0,1003640.0,588290.0,1.706029,0.008856,0.0,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600563.SH,法拉电子,昨日下跌至少1%,-2.466189,126.27,122.6,124.0,1.141925,2207200.0,1301456.0,1.695947,0.007911,0.381471,竞价额不足500万；未收复昨日回落的一半
B,603283.SH,赛腾股份,昨日下跌至少1%,-1.20456,46.79,45.93,46.8,1.894187,4169880.0,2472032.0,1.686823,0.025275,1.011628,竞价额不足500万
B,002902.SZ,铭普光磁,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.114804,30.1,29.16,30.02,2.949246,14814870.0,8823220.0,1.679077,0.264653,0.914894,
B,002095.SZ,生意宝,昨日冲高回落且收于日内下半区,1.406728,17.98,16.58,16.46,-0.723764,12947436.0,7751952.0,1.670216,0.312504,-0.085714,竞价高开不足1%；未收复昨日回落的一半
B,002484.SZ,江海股份,昨日冲高回落且收于日内下半区,-0.364964,61.9,60.06,61.31,2.081252,16835726.0,10099185.0,1.667038,0.033469,0.679348,
B,002508.SZ,老板电器,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.776101,16.65,16.11,16.15,0.248293,427975.0,258108.0,1.658124,0.002838,0.074074,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,601068.SH,中铝国际,昨日下跌至少1%,-1.5625,4.48,4.41,4.43,0.453515,157265.0,95444.0,1.64772,0.001387,0.285714,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,000543.SZ,皖能电力,昨日下跌至少1%,-2.526596,7.49,7.33,7.34,0.136426,513800.0,312333.0,1.645039,0.003088,0.0625,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,001221.SZ,悍高集团,昨日下跌至少1%,-2.225352,35.55,34.71,35.0,0.835494,626500.0,383400.0,1.634064,0.023286,0.345238,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002595.SZ,豪迈科技,昨日下跌至少1%,-1.623953,39.63,38.77,38.81,0.103173,1160419.0,710892.0,1.632342,0.002595,0.046512,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002389.SZ,航天彩虹,昨日下跌至少1%,-2.560084,19.15,18.65,18.8,0.80429,2013480.0,1236900.0,1.627844,0.010876,0.3,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600980.SH,北矿科技,昨日下跌至少1%,-1.171459,18.86,18.56,18.7,0.75431,87890.0,54288.0,1.618958,0.002483,0.466667,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600183.SH,生益科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.469964,157.27,146.03,149.0,2.033829,99561800.0,61536600.0,1.617928,0.027706,0.264235,未收复昨日回落的一半
B,002151.SZ,北斗星通,昨日下跌至少1%,-2.062216,28.66,28.02,28.29,0.963597,939228.0,583635.0,1.609273,0.007497,0.421875,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002577.SZ,雷柏科技,昨日冲高回落且收于日内下半区,4.725993,21.88,20.83,20.84,0.048008,13350104.0,8305864.0,1.607311,0.228237,0.009524,竞价高开不足1%；未收复昨日回落的一半
B,002886.SZ,沃特股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.677575,27.12,26.17,26.7,2.02522,11171280.0,6958315.0,1.605458,0.200117,0.557895,
B,000729.SZ,燕京啤酒,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.777778,10.85,10.5,10.56,0.571429,902880.0,562748.0,1.604413,0.003407,0.171429,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002006.SZ,精工科技,昨日下跌至少1%,-1.055807,13.34,13.12,13.23,0.838415,334719.0,208876.0,1.602477,0.004868,0.5,竞价高开不足1%；竞价额不足500万
B,000936.SZ,华西股份,昨日下跌至少1%,-1.46789,5.44,5.37,5.42,0.931099,172898.0,108057.0,1.600063,0.003601,0.714286,竞价高开不足1%；竞价额不足500万
B,000883.SZ,湖北能源,昨日下跌至少1%,-2.428256,4.52,4.42,4.41,-0.226244,485100.0,304876.0,1.591139,0.001698,-0.1,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002125.SZ,湘潭电化,昨日下跌至少1%,-1.568951,12.14,11.92,12.02,0.838926,365408.0,232179.0,1.57382,0.004829,0.454545,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600399.SH,抚顺特钢,昨日下跌至少1%,-1.342282,4.51,4.41,4.4,-0.226757,776600.0,496175.0,1.565174,0.00895,-0.1,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,600163.SH,中闽能源,昨日下跌至少1%,-5.573248,6.2,5.93,6.04,1.854975,21336904.0,13633689.0,1.565013,0.185634,0.407407,未收复昨日回落的一半
B,600589.SH,大位科技,昨日下跌至少1%,-1.656051,7.95,7.72,7.84,1.554404,1709904.0,1093868.0,1.563172,0.014752,0.521739,竞价额不足500万
B,002818.SZ,富森美,昨日下跌至少1%,-1.226994,11.4,11.27,11.25,-0.177462,92250.0,59072.0,1.561654,0.002748,-0.153846,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,603338.SH,浙江鼎力,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.894008,55.67,53.87,54.58,1.317988,289274.0,185606.0,1.558538,0.001047,0.394444,竞价额不足500万；未收复昨日回落的一半
A,003001.SZ,中岩大地,昨日开板26次,10.016243,20.32,20.32,20.69,1.820866,37808906.0,24276571.0,1.557424,1.598062,,
B,002867.SZ,周大生,昨日下跌至少1%,-1.730769,10.39,10.22,10.28,0.587084,413256.0,265738.0,1.555126,0.003725,0.352941,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,000629.SZ,钒钛股份,昨日下跌至少1%,-1.37931,2.9,2.86,2.88,0.699301,1326240.0,854784.0,1.55155,0.004957,0.5,竞价高开不足1%；竞价额不足500万
B,002379.SZ,宏桥控股,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.390438,17.68,17.15,17.5,2.040816,5887000.0,3816855.0,1.542369,0.029603,0.660377,
B,603716.SH,塞力医疗,昨日冲高回落且收于日内下半区,-0.124922,16.58,15.99,16.01,0.125078,534734.0,350400.0,1.526067,0.014792,0.033898,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002301.SZ,齐心集团,昨日下跌至少1%,-1.408451,7.87,7.7,7.73,0.38961,182428.0,119952.0,1.520842,0.003287,0.176471,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,603125.SH,常青科技,昨日下跌至少1%,-1.176471,24.04,23.52,23.88,1.530612,437004.0,287980.0,1.51748,0.00452,0.692308,竞价额不足500万
B,600584.SH,长电科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.588066,70.31,67.75,69.1,1.99262,46421380.0,30774000.0,1.508461,0.037543,0.527344,
B,000301.SZ,东方盛虹,昨日下跌至少1%,-1.540719,13.77,13.42,13.5,0.596125,1383750.0,917335.0,1.508446,0.001551,0.228571,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002274.SZ,华昌化工,昨日下跌至少1%,-1.342282,5.92,5.88,5.9,0.340136,578200.0,383439.0,1.507932,0.010449,0.5,竞价高开不足1%；竞价额不足500万
B,002648.SZ,卫星化学,昨日下跌至少1%,-1.97246,26.89,26.34,26.39,0.189825,2390934.0,1587148.0,1.506434,0.002691,0.090909,竞价高开不足1%；竞价额不足500万；未收复昨日回落的一半
B,002366.SZ,融发核电,昨日下跌至少1%,-1.748252,5.71,5.62,5.65,0.533808,592120.0,395328.0,1.497794,0.005664,0.333333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601009.SH,南京银行,昨日下跌至少1%,-1.423786,12.01,11.77,11.77,0.0,2091529.0,1404189.0,1.489493,0.001437,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002426.SZ,胜利精密,昨日下跌至少1%,-1.140684,2.64,2.6,2.62,0.769231,264882.0,178684.0,1.482405,0.003165,0.5,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,603205.SH,健尔康,昨日下跌至少1%,-1.263617,23.07,22.66,22.69,0.132392,145216.0,98040.0,1.481191,0.015481,0.073171,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600698.SH,湖南天雁,昨日冲高回落且收于日内下半区,2.285714,7.48,7.16,7.0,-2.234637,4049500.0,2766814.0,1.463597,0.069661,-0.5,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
